EstablecimientoCodigo,RegionCodigo,ComunaCodigo,ServicioSaludCodigo,NivelAtencion,NivelComplejidad,Anio,SemanaEstadistica,OrdenCausa,NumTotal,TipoEstablecimiento_Centro de Diagnóstico y Terapeútico (CDT),TipoEstablecimiento_Centro de Salud Familiar (CESFAM),TipoEstablecimiento_Hospital,TipoEstablecimiento_Hospital ,TipoEstablecimiento_Servicio de Atención Primaria de Urgencia (SAPU),TipoEstablecimiento_Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),TipoEstablecimiento_Servicio de Urgencia Rural (SUR),DependenciaAdministrativa_Delegados ,DependenciaAdministrativa_Municipal,DependenciaAdministrativa_Municipal ,DependenciaAdministrativa_Otra Institución,DependenciaAdministrativa_Servicio de Salud,TipoUrgencia_NO APLICA,TipoUrgencia_PENDIENTE,TipoUrgencia_URGENCIA AMBULATORIA,TipoUrgencia_URGENCIA AMBULATORIA (SAPU),TipoUrgencia_URGENCIA AMBULATORIA (SAR),TipoUrgencia_URGENCIA AMBULATORIA (SUR),TipoUrgencia_URGENCIA ESPECIALIZADA,TipoUrgencia_URGENCIA HOSPITALARIA (UEH),Causa_Bronquitis/Bronquiolitis aguda (J20-J21),"Causa_COVID-19, virus identificado (U07.1)","Causa_COVID-19, virus no identificado (U07.2)",Causa_Crisis obstructiva bronquial (J40-J46),Causa_IRA alta (J00-J06),Causa_Influenza (J09-J11),Causa_Neumonía (J12-J18),"Causa_Otra causa respiratoria (J22, J30-J39, J47, J60-J98)"
114103,13,13131,14,3,3.0,2018,29,6,145,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
200097,2,2101,3,1,1.0,2023,8,35,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
200137,13,13128,10,1,1.0,2024,24,34,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
120811,8,8301,20,1,1.0,2025,53,34,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
114101,13,13201,14,3,3.0,2019,37,9,74,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
200738,4,4304,5,1,1.0,2014,8,4,1,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
200757,7,7301,16,1,1.0,2025,15,8,2,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
107109,5,5804,7,1,1.0,2025,45,8,12,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
109811,13,13302,9,1,1.0,2015,19,7,54,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
103104,2,2102,3,1,1.0,2015,15,5,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
200348,2,2201,3,1,1.0,2021,51,5,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
200459,9,9108,21,1,1.0,2022,37,6,8,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
105100,4,4101,5,3,3.0,2025,44,35,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
103100,2,2101,3,3,3.0,2021,28,8,4,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
200107,5,5601,6,1,1.0,2024,18,35,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
105801,4,4101,5,1,1.0,2017,22,7,19,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
116803,7,7301,16,1,1.0,2020,35,7,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
117801,16,16101,17,1,1.0,2023,34,5,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
120102,8,8305,20,1,1.0,2017,13,6,4,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
115803,6,6101,15,1,1.0,2023,47,9,4,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
200122,13,13605,10,1,1.0,2022,38,8,7,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
124115,10,10105,24,1,1.0,2023,25,5,7,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
113818,13,13404,13,1,1.0,2018,3,6,6,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
129803,9,9201,29,1,1.0,2018,38,6,4,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
113150,13,13402,13,3,2.0,2024,4,35,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
122100,14,14101,22,3,3.0,2020,41,34,3,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
201000,5,5403,7,1,1.0,2023,27,34,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
117101,16,16101,17,3,3.0,2022,15,4,149,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
106826,5,5603,6,1,1.0,2014,33,8,7,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
200108,5,5101,6,1,1.0,2022,8,8,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
200148,7,7401,16,1,1.0,2021,31,35,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
133165,10,10208,33,1,1.0,2019,41,5,6,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
115101,6,6106,15,1,1.0,2019,28,6,8,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
109824,13,13125,9,1,1.0,2022,12,6,2,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
200106,5,5601,6,1,1.0,2025,48,6,3,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
121110,9,9108,21,3,2.0,2024,44,4,53,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
200159,9,9101,21,1,1.0,2015,11,8,1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
109824,13,13125,9,1,1.0,2026,16,35,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
200741,4,4301,5,1,1.0,2020,25,9,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
116831,7,7101,16,1,1.0,2023,3,9,4,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
200096,1,1404,2,1,1.0,2016,18,4,2,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
113807,13,13111,13,1,1.0,2022,46,4,136,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
113806,13,13121,13,1,1.0,2014,30,7,3,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
119805,8,8111,19,1,1.0,2017,13,7,35,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
124140,10,10404,24,1,1.0,2019,30,7,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
125104,11,11202,25,1,1.0,2016,9,5,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
200121,13,13117,10,1,1.0,2025,53,34,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
200763,7,7305,16,1,1.0,2021,24,35,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
105103,4,4201,5,3,2.0,2020,6,34,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
106105,5,5102,6,1,1.0,2020,24,34,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
116106,7,7103,16,1,1.0,2021,39,34,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
115103,6,6112,15,1,1.0,2019,29,5,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
109821,13,13108,9,1,1.0,2022,5,5,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
200103,3,3102,4,1,1.0,2017,1,6,9,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
129108,9,9205,29,1,1.0,2021,28,9,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
113809,13,13116,13,1,1.0,2016,29,8,131,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
109808,13,13104,9,1,1.0,2019,17,7,39,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
109808,13,13104,9,1,1.0,2021,35,5,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
116109,7,7406,16,3,2.0,2014,33,6,19,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
129108,9,9205,29,1,1.0,2017,34,6,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
110867,13,13604,10,1,1.0,2025,24,8,33,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
200135,13,13501,10,1,1.0,2023,52,34,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
200752,1,1403,2,1,1.0,2025,37,34,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
200746,8,8202,28,1,1.0,2022,23,6,1,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
200855,6,6302,15,1,1.0,2015,26,4,47,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
129108,9,9205,29,1,1.0,2020,35,4,9,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
200783,7,7402,16,1,1.0,2021,31,4,24,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
200120,13,13103,10,1,1.0,2025,38,4,103,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
200861,6,6111,15,1,1.0,2023,13,8,5,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
105826,4,4101,5,1,1.0,2017,49,7,21,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
117107,16,16104,17,1,1.0,2019,43,7,24,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
106827,5,5602,6,1,1.0,2023,40,5,4,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
107828,5,5804,7,1,1.0,2024,49,5,12,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
200768,7,7102,16,1,1.0,2026,8,5,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
113814,13,13105,13,1,1.0,2014,20,6,4,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
200773,7,7106,16,1,1.0,2023,37,34,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
115108,6,6303,15,1,1.0,2017,35,6,13,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
117108,16,16203,17,1,1.0,2026,7,4,24,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
200744,13,13303,9,1,1.0,2015,9,8,3,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
200176,10,10201,33,1,1.0,2017,14,7,22,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
105101,4,4102,5,3,3.0,2018,18,7,6,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
200113,5,5109,7,1,1.0,2017,25,6,16,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
200099,3,3301,4,1,1.0,2016,30,9,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
200144,13,13110,14,1,1.0,2018,9,4,52,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
118106,8,8106,18,3,3.0,2024,32,4,126,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
