region,anio,semana,temp_promedio_semanal
Antofagasta,2014,1,21.7
Antofagasta,2014,2,21.91
Antofagasta,2014,3,22.21
Antofagasta,2014,4,21.87
Antofagasta,2014,5,21.4
Antofagasta,2014,6,21.36
Antofagasta,2014,7,20.53
Antofagasta,2014,8,20.56
Antofagasta,2014,9,20.26
Antofagasta,2014,10,20.53
Antofagasta,2014,11,20.24
Antofagasta,2014,12,20.11
Antofagasta,2014,13,19.59
Antofagasta,2014,14,19.47
Antofagasta,2014,15,18.81
Antofagasta,2014,16,18.56
Antofagasta,2014,17,18.31
Antofagasta,2014,18,17.94
Antofagasta,2014,19,17.64
Antofagasta,2014,20,17.74
Antofagasta,2014,21,16.53
Antofagasta,2014,22,16.81
Antofagasta,2014,23,15.67
Antofagasta,2014,24,16.36
Antofagasta,2014,25,16.67
Antofagasta,2014,26,15.11
Antofagasta,2014,27,15.01
Antofagasta,2014,28,15.49
Antofagasta,2014,29,16.51
Antofagasta,2014,30,15.04
Antofagasta,2014,31,16.7
Antofagasta,2014,32,15.86
Antofagasta,2014,33,17.03
Antofagasta,2014,34,15.99
Antofagasta,2014,35,17.63
Antofagasta,2014,36,17.73
Antofagasta,2014,37,16.27
Antofagasta,2014,38,16.9
Antofagasta,2014,39,16.61
Antofagasta,2014,40,16.93
Antofagasta,2014,41,16.5
Antofagasta,2014,42,17.61
Antofagasta,2014,43,18.4
Antofagasta,2014,44,17.4
Antofagasta,2014,45,17.49
Antofagasta,2014,46,18.51
Antofagasta,2014,47,18.2
Antofagasta,2014,48,18.14
Antofagasta,2014,49,18.4
Antofagasta,2014,50,19.03
Antofagasta,2014,51,18.79
Antofagasta,2014,52,19.36
Antofagasta,2015,1,20.03
Antofagasta,2015,2,20.23
Antofagasta,2015,3,20.34
Antofagasta,2015,4,20.6
Antofagasta,2015,5,21.93
Antofagasta,2015,6,21.87
Antofagasta,2015,7,22.56
Antofagasta,2015,8,22.11
Antofagasta,2015,9,20.64
Antofagasta,2015,10,20.5
Antofagasta,2015,11,21.83
Antofagasta,2015,12,22.0
Antofagasta,2015,13,21.87
Antofagasta,2015,14,20.39
Antofagasta,2015,15,20.24
Antofagasta,2015,16,20.24
Antofagasta,2015,17,18.86
Antofagasta,2015,18,18.9
Antofagasta,2015,19,19.71
Antofagasta,2015,20,18.49
Antofagasta,2015,21,18.14
Antofagasta,2015,22,17.49
Antofagasta,2015,23,17.43
Antofagasta,2015,24,17.56
Antofagasta,2015,25,17.26
Antofagasta,2015,26,17.34
Antofagasta,2015,27,16.93
Antofagasta,2015,28,16.96
Antofagasta,2015,29,16.54
Antofagasta,2015,30,16.6
Antofagasta,2015,31,16.44
Antofagasta,2015,32,17.49
Antofagasta,2015,33,15.64
Antofagasta,2015,34,17.14
Antofagasta,2015,35,17.54
Antofagasta,2015,36,17.59
Antofagasta,2015,37,19.1
Antofagasta,2015,38,18.59
Antofagasta,2015,39,17.54
Antofagasta,2015,40,18.67
Antofagasta,2015,41,17.67
Antofagasta,2015,42,17.73
Antofagasta,2015,43,19.29
Antofagasta,2015,44,18.4
Antofagasta,2015,45,17.89
Antofagasta,2015,46,18.53
Antofagasta,2015,47,18.76
Antofagasta,2015,48,19.0
Antofagasta,2015,49,19.64
Antofagasta,2015,50,20.21
Antofagasta,2015,51,19.67
Antofagasta,2015,52,20.67
Antofagasta,2015,53,20.87
Antofagasta,2016,1,21.47
Antofagasta,2016,2,21.19
Antofagasta,2016,3,21.74
Antofagasta,2016,4,22.37
Antofagasta,2016,5,22.79
Antofagasta,2016,6,22.04
Antofagasta,2016,7,21.6
Antofagasta,2016,8,23.04
Antofagasta,2016,9,21.64
Antofagasta,2016,10,21.84
Antofagasta,2016,11,21.31
Antofagasta,2016,12,20.56
Antofagasta,2016,13,21.1
Antofagasta,2016,14,20.43
Antofagasta,2016,15,19.33
Antofagasta,2016,16,18.93
Antofagasta,2016,17,18.77
Antofagasta,2016,18,18.79
Antofagasta,2016,19,19.64
Antofagasta,2016,20,18.64
Antofagasta,2016,21,18.71
Antofagasta,2016,22,18.66
Antofagasta,2016,23,18.06
Antofagasta,2016,24,17.47
Antofagasta,2016,25,16.11
Antofagasta,2016,26,16.53
Antofagasta,2016,27,17.61
Antofagasta,2016,28,16.34
Antofagasta,2016,29,16.9
Antofagasta,2016,30,16.63
Antofagasta,2016,31,16.47
Antofagasta,2016,32,16.9
Antofagasta,2016,33,17.39
Antofagasta,2016,34,16.86
Antofagasta,2016,35,16.76
Antofagasta,2016,36,17.76
Antofagasta,2016,37,16.2
Antofagasta,2016,38,16.93
Antofagasta,2016,39,16.56
Antofagasta,2016,40,17.69
Antofagasta,2016,41,19.07
Antofagasta,2016,42,17.59
Antofagasta,2016,43,18.03
Antofagasta,2016,44,18.67
Antofagasta,2016,45,19.1
Antofagasta,2016,46,19.69
Antofagasta,2016,47,19.07
Antofagasta,2016,48,19.79
Antofagasta,2016,49,19.9
Antofagasta,2016,50,20.61
Antofagasta,2016,51,20.56
Antofagasta,2016,52,20.1
Antofagasta,2017,1,21.31
Antofagasta,2017,2,21.91
Antofagasta,2017,3,23.59
Antofagasta,2017,4,24.41
Antofagasta,2017,5,23.71
Antofagasta,2017,6,21.81
Antofagasta,2017,7,22.11
Antofagasta,2017,8,22.84
Antofagasta,2017,9,23.44
Antofagasta,2017,10,21.04
Antofagasta,2017,11,21.06
Antofagasta,2017,12,20.21
Antofagasta,2017,13,19.29
Antofagasta,2017,14,18.76
Antofagasta,2017,15,18.24
Antofagasta,2017,16,18.64
Antofagasta,2017,17,17.0
Antofagasta,2017,18,16.63
Antofagasta,2017,19,19.2
Antofagasta,2017,20,16.89
Antofagasta,2017,21,16.3
Antofagasta,2017,22,15.4
Antofagasta,2017,23,15.71
Antofagasta,2017,24,15.47
Antofagasta,2017,25,14.8
Antofagasta,2017,26,15.24
Antofagasta,2017,27,14.79
Antofagasta,2017,28,14.69
Antofagasta,2017,29,13.97
Antofagasta,2017,30,14.46
Antofagasta,2017,31,14.03
Antofagasta,2017,32,14.53
Antofagasta,2017,33,14.37
Antofagasta,2017,34,14.67
Antofagasta,2017,35,14.7
Antofagasta,2017,36,14.39
Antofagasta,2017,37,14.47
Antofagasta,2017,38,14.89
Antofagasta,2017,39,15.39
Antofagasta,2017,40,15.19
Antofagasta,2017,41,14.91
Antofagasta,2017,42,15.16
Antofagasta,2017,43,15.37
Antofagasta,2017,44,15.46
Antofagasta,2017,45,16.71
Antofagasta,2017,46,17.23
Antofagasta,2017,47,16.8
Antofagasta,2017,48,17.26
Antofagasta,2017,49,17.71
Antofagasta,2017,50,18.44
Antofagasta,2017,51,19.51
Antofagasta,2017,52,19.89
Antofagasta,2018,1,20.76
Antofagasta,2018,2,20.87
Antofagasta,2018,3,20.14
Antofagasta,2018,4,20.4
Antofagasta,2018,5,20.6
Antofagasta,2018,6,21.87
Antofagasta,2018,7,21.66
Antofagasta,2018,8,21.84
Antofagasta,2018,9,20.8
Antofagasta,2018,10,20.53
Antofagasta,2018,11,20.2
Antofagasta,2018,12,18.71
Antofagasta,2018,13,18.3
Antofagasta,2018,14,18.93
Antofagasta,2018,15,18.5
Antofagasta,2018,16,17.94
Antofagasta,2018,17,17.39
Antofagasta,2018,18,16.06
Antofagasta,2018,19,16.34
Antofagasta,2018,20,15.11
Antofagasta,2018,21,15.07
Antofagasta,2018,22,15.4
Antofagasta,2018,23,15.57
Antofagasta,2018,24,15.2
Antofagasta,2018,25,14.13
Antofagasta,2018,26,13.67
Antofagasta,2018,27,14.57
Antofagasta,2018,28,14.23
Antofagasta,2018,29,14.47
Antofagasta,2018,30,14.07
Antofagasta,2018,31,13.5
Antofagasta,2018,32,14.14
Antofagasta,2018,33,13.61
Antofagasta,2018,34,13.79
Antofagasta,2018,35,14.09
Antofagasta,2018,36,14.04
Antofagasta,2018,37,14.06
Antofagasta,2018,38,14.61
Antofagasta,2018,39,14.93
Antofagasta,2018,40,15.91
Antofagasta,2018,41,15.87
Antofagasta,2018,42,14.94
Antofagasta,2018,43,15.64
Antofagasta,2018,44,16.7
Antofagasta,2018,45,16.59
Antofagasta,2018,46,17.51
Antofagasta,2018,47,17.84
Antofagasta,2018,48,18.06
Antofagasta,2018,49,18.66
Antofagasta,2018,50,18.49
Antofagasta,2018,51,18.17
Antofagasta,2018,52,18.67
Antofagasta,2019,1,20.06
Antofagasta,2019,2,20.67
Antofagasta,2019,3,19.89
Antofagasta,2019,4,20.54
Antofagasta,2019,5,23.1
Antofagasta,2019,6,22.41
Antofagasta,2019,7,20.71
Antofagasta,2019,8,21.34
Antofagasta,2019,9,21.06
Antofagasta,2019,10,20.3
Antofagasta,2019,11,19.63
Antofagasta,2019,12,19.07
Antofagasta,2019,13,19.14
Antofagasta,2019,14,19.87
Antofagasta,2019,15,17.96
Antofagasta,2019,16,17.13
Antofagasta,2019,17,18.07
Antofagasta,2019,18,17.3
Antofagasta,2019,19,16.66
Antofagasta,2019,20,15.56
Antofagasta,2019,21,14.91
Antofagasta,2019,22,15.53
Antofagasta,2019,23,14.7
Antofagasta,2019,24,14.61
Antofagasta,2019,25,15.04
Antofagasta,2019,26,14.24
Antofagasta,2019,27,14.17
Antofagasta,2019,28,13.94
Antofagasta,2019,29,13.79
Antofagasta,2019,30,13.53
Antofagasta,2019,31,14.34
Antofagasta,2019,32,13.83
Antofagasta,2019,33,14.29
Antofagasta,2019,34,13.73
Antofagasta,2019,35,14.6
Antofagasta,2019,36,14.19
Antofagasta,2019,37,14.59
Antofagasta,2019,38,14.13
Antofagasta,2019,39,14.39
Antofagasta,2019,40,14.89
Antofagasta,2019,41,15.11
Antofagasta,2019,42,16.03
Antofagasta,2019,43,15.31
Antofagasta,2019,44,15.71
Antofagasta,2019,45,16.44
Antofagasta,2019,46,17.39
Antofagasta,2019,47,18.54
Antofagasta,2019,48,18.33
Antofagasta,2019,49,17.96
Antofagasta,2019,50,18.33
Antofagasta,2019,51,19.01
Antofagasta,2019,52,19.49
Antofagasta,2020,1,20.3
Antofagasta,2020,2,20.69
Antofagasta,2020,3,21.07
Antofagasta,2020,4,23.34
Antofagasta,2020,5,21.53
Antofagasta,2020,6,20.79
Antofagasta,2020,7,21.29
Antofagasta,2020,8,21.43
Antofagasta,2020,9,21.06
Antofagasta,2020,10,20.37
Antofagasta,2020,11,20.76
Antofagasta,2020,12,19.9
Antofagasta,2020,13,18.63
Antofagasta,2020,14,19.23
Antofagasta,2020,15,19.54
Antofagasta,2020,16,18.66
Antofagasta,2020,17,17.97
Antofagasta,2020,18,17.39
Antofagasta,2020,19,16.84
Antofagasta,2020,20,16.5
Antofagasta,2020,21,16.2
Antofagasta,2020,22,17.31
Antofagasta,2020,23,16.4
Antofagasta,2020,24,15.87
Antofagasta,2020,25,15.43
Antofagasta,2020,26,15.19
Antofagasta,2020,27,14.96
Antofagasta,2020,28,14.66
Antofagasta,2020,29,14.31
Antofagasta,2020,30,14.49
Antofagasta,2020,31,14.06
Antofagasta,2020,32,14.47
Antofagasta,2020,33,14.14
Antofagasta,2020,34,13.74
Antofagasta,2020,35,14.53
Antofagasta,2020,36,14.31
Antofagasta,2020,37,14.46
Antofagasta,2020,38,14.71
Antofagasta,2020,39,14.81
Antofagasta,2020,40,14.83
Antofagasta,2020,41,14.96
Antofagasta,2020,42,15.27
Antofagasta,2020,43,15.56
Antofagasta,2020,44,15.61
Antofagasta,2020,45,16.16
Antofagasta,2020,46,16.59
Antofagasta,2020,47,16.6
Antofagasta,2020,48,17.59
Antofagasta,2020,49,17.51
Antofagasta,2020,50,17.89
Antofagasta,2020,51,18.26
Antofagasta,2020,52,19.07
Antofagasta,2020,53,20.37
Antofagasta,2021,1,20.1
Antofagasta,2021,2,19.33
Antofagasta,2021,3,19.66
Antofagasta,2021,4,20.1
Antofagasta,2021,5,20.07
Antofagasta,2021,6,20.96
Antofagasta,2021,7,20.37
Antofagasta,2021,8,20.41
Antofagasta,2021,9,21.3
Antofagasta,2021,10,21.0
Antofagasta,2021,11,20.0
Antofagasta,2021,12,18.71
Antofagasta,2021,13,17.91
Antofagasta,2021,14,18.56
Antofagasta,2021,15,17.6
Antofagasta,2021,16,17.83
Antofagasta,2021,17,17.37
Antofagasta,2021,18,17.16
Antofagasta,2021,19,16.89
Antofagasta,2021,20,16.37
Antofagasta,2021,21,16.31
Antofagasta,2021,22,15.79
Antofagasta,2021,23,15.1
Antofagasta,2021,24,15.4
Antofagasta,2021,25,15.1
Antofagasta,2021,26,13.79
Antofagasta,2021,27,14.43
Antofagasta,2021,28,14.31
Antofagasta,2021,29,14.14
Antofagasta,2021,30,14.1
Antofagasta,2021,31,13.9
Antofagasta,2021,32,13.81
Antofagasta,2021,33,14.36
Antofagasta,2021,34,13.87
Antofagasta,2021,35,14.34
Antofagasta,2021,36,14.21
Antofagasta,2021,37,14.19
Antofagasta,2021,38,14.36
Antofagasta,2021,39,14.64
Antofagasta,2021,40,14.66
Antofagasta,2021,41,14.56
Antofagasta,2021,42,14.5
Antofagasta,2021,43,15.69
Antofagasta,2021,44,16.1
Antofagasta,2021,45,15.99
Antofagasta,2021,46,15.83
Antofagasta,2021,47,16.43
Antofagasta,2021,48,17.1
Antofagasta,2021,49,17.4
Antofagasta,2021,50,17.84
Antofagasta,2021,51,19.93
Antofagasta,2021,52,19.47
Antofagasta,2022,1,19.64
Antofagasta,2022,2,20.26
Antofagasta,2022,3,19.39
Antofagasta,2022,4,19.1
Antofagasta,2022,5,19.21
Antofagasta,2022,6,19.37
Antofagasta,2022,7,20.2
Antofagasta,2022,8,19.61
Antofagasta,2022,9,20.16
Antofagasta,2022,10,19.44
Antofagasta,2022,11,18.67
Antofagasta,2022,12,17.64
Antofagasta,2022,13,17.03
Antofagasta,2022,14,16.64
Antofagasta,2022,15,15.96
Antofagasta,2022,16,16.33
Antofagasta,2022,17,16.19
Antofagasta,2022,18,15.84
Antofagasta,2022,19,15.26
Antofagasta,2022,20,15.01
Antofagasta,2022,21,14.46
Antofagasta,2022,22,14.63
Antofagasta,2022,23,14.44
Antofagasta,2022,24,13.61
Antofagasta,2022,25,13.86
Antofagasta,2022,26,14.39
Antofagasta,2022,27,13.86
Antofagasta,2022,28,13.87
Antofagasta,2022,29,13.61
Antofagasta,2022,30,13.47
Antofagasta,2022,31,13.87
Antofagasta,2022,32,13.47
Antofagasta,2022,33,13.63
Antofagasta,2022,34,13.34
Antofagasta,2022,35,13.71
Antofagasta,2022,36,13.54
Antofagasta,2022,37,13.77
Antofagasta,2022,38,13.74
Antofagasta,2022,39,13.94
Antofagasta,2022,40,14.71
Antofagasta,2022,41,14.3
Antofagasta,2022,42,14.79
Antofagasta,2022,43,14.89
Antofagasta,2022,44,15.49
Antofagasta,2022,45,16.56
Antofagasta,2022,46,17.0
Antofagasta,2022,47,17.99
Antofagasta,2022,48,17.84
Antofagasta,2022,49,18.77
Antofagasta,2022,50,20.29
Antofagasta,2022,51,19.47
Antofagasta,2022,52,19.71
Antofagasta,2023,1,20.04
Antofagasta,2023,2,20.09
Antofagasta,2023,3,20.34
Antofagasta,2023,4,20.73
Antofagasta,2023,5,21.41
Antofagasta,2023,6,21.83
Antofagasta,2023,7,22.29
Antofagasta,2023,8,21.53
Antofagasta,2023,9,20.71
Antofagasta,2023,10,22.57
Antofagasta,2023,11,21.26
Antofagasta,2023,12,21.5
Antofagasta,2023,13,21.13
Antofagasta,2023,14,20.53
Antofagasta,2023,15,18.9
Antofagasta,2023,16,18.03
Antofagasta,2023,17,17.51
Antofagasta,2023,18,16.1
Antofagasta,2023,19,16.47
Antofagasta,2023,20,17.16
Antofagasta,2023,21,16.44
Antofagasta,2023,22,16.07
Antofagasta,2023,23,15.9
Antofagasta,2023,24,15.01
Antofagasta,2023,25,16.36
Antofagasta,2023,26,16.04
Antofagasta,2023,27,15.46
Antofagasta,2023,28,15.9
Antofagasta,2023,29,16.41
Antofagasta,2023,30,16.44
Antofagasta,2023,31,16.34
Antofagasta,2023,32,16.46
Antofagasta,2023,33,16.63
Antofagasta,2023,34,16.09
Antofagasta,2023,35,16.19
Antofagasta,2023,36,17.1
Antofagasta,2023,37,16.93
Antofagasta,2023,38,16.43
Antofagasta,2023,39,15.86
Antofagasta,2023,40,16.2
Antofagasta,2023,41,16.51
Antofagasta,2023,42,16.99
Antofagasta,2023,43,16.97
Antofagasta,2023,44,16.81
Antofagasta,2023,45,17.7
Antofagasta,2023,46,16.84
Antofagasta,2023,47,17.3
Antofagasta,2023,48,17.76
Antofagasta,2023,49,17.89
Antofagasta,2023,50,19.17
Antofagasta,2023,51,18.93
Antofagasta,2023,52,19.84
Antofagasta,2024,1,19.86
Antofagasta,2024,2,20.36
Antofagasta,2024,3,21.0
Antofagasta,2024,4,21.41
Antofagasta,2024,5,21.67
Antofagasta,2024,6,23.31
Antofagasta,2024,7,21.71
Antofagasta,2024,8,22.17
Antofagasta,2024,9,20.83
Antofagasta,2024,10,20.87
Antofagasta,2024,11,19.77
Antofagasta,2024,12,19.7
Antofagasta,2024,13,19.91
Antofagasta,2024,14,18.87
Antofagasta,2024,15,18.33
Antofagasta,2024,16,18.77
Antofagasta,2024,17,17.87
Antofagasta,2024,18,16.79
Antofagasta,2024,19,15.69
Antofagasta,2024,20,15.41
Antofagasta,2024,21,14.76
Antofagasta,2024,22,14.57
Antofagasta,2024,23,15.21
Antofagasta,2024,24,15.79
Antofagasta,2024,25,15.1
Antofagasta,2024,26,14.34
Antofagasta,2024,27,13.91
Antofagasta,2024,28,13.14
Antofagasta,2024,29,14.01
Antofagasta,2024,30,14.6
Antofagasta,2024,31,14.39
Antofagasta,2024,32,14.13
Antofagasta,2024,33,14.1
Antofagasta,2024,34,14.51
Antofagasta,2024,35,13.69
Antofagasta,2024,36,14.29
Antofagasta,2024,37,14.81
Antofagasta,2024,38,14.76
Antofagasta,2024,39,14.9
Antofagasta,2024,40,15.87
Antofagasta,2024,41,16.74
Antofagasta,2024,42,15.91
Antofagasta,2024,43,16.03
Antofagasta,2024,44,16.44
Antofagasta,2024,45,17.01
Antofagasta,2024,46,17.63
Antofagasta,2024,47,17.66
Antofagasta,2024,48,17.9
Antofagasta,2024,49,17.17
Antofagasta,2024,50,17.36
Antofagasta,2024,51,18.09
Antofagasta,2024,52,18.99
Antofagasta,2025,1,20.04
Antofagasta,2025,2,20.11
Antofagasta,2025,3,21.03
Antofagasta,2025,4,20.76
Antofagasta,2025,5,20.83
Antofagasta,2025,6,21.67
Antofagasta,2025,7,22.56
Antofagasta,2025,8,21.06
Antofagasta,2025,9,21.31
Antofagasta,2025,10,20.23
Antofagasta,2025,11,20.06
Antofagasta,2025,12,19.26
Antofagasta,2025,13,19.59
Antofagasta,2025,14,17.79
Antofagasta,2025,15,17.47
Antofagasta,2025,16,16.89
Antofagasta,2025,17,17.44
Antofagasta,2025,18,16.27
Antofagasta,2025,19,16.27
Antofagasta,2025,20,15.6
Antofagasta,2025,21,15.44
Antofagasta,2025,22,15.21
Antofagasta,2025,23,15.11
Antofagasta,2025,24,15.41
Antofagasta,2025,25,14.23
Antofagasta,2025,26,14.57
Antofagasta,2025,27,14.13
Antofagasta,2025,28,13.76
Antofagasta,2025,29,13.93
Antofagasta,2025,30,13.77
Antofagasta,2025,31,15.19
Antofagasta,2025,32,14.23
Antofagasta,2025,33,14.43
Antofagasta,2025,34,15.36
Antofagasta,2025,35,14.03
Antofagasta,2025,36,14.43
Antofagasta,2025,37,15.17
Antofagasta,2025,38,15.1
Antofagasta,2025,39,15.49
Antofagasta,2025,40,15.64
Antofagasta,2025,41,15.4
Antofagasta,2025,42,16.14
Antofagasta,2025,43,16.39
Antofagasta,2025,44,16.79
Antofagasta,2025,45,16.99
Antofagasta,2025,46,16.64
Antofagasta,2025,47,17.99
Antofagasta,2025,48,18.31
Antofagasta,2025,49,19.04
Antofagasta,2025,50,19.43
Antofagasta,2025,51,20.14
Antofagasta,2025,52,20.39
Antofagasta,2026,1,20.1
Antofagasta,2026,2,20.73
Antofagasta,2026,3,21.53
Antofagasta,2026,4,22.09
Antofagasta,2026,5,21.99
Antofagasta,2026,6,22.74
Antofagasta,2026,7,22.19
Antofagasta,2026,8,23.06
Antofagasta,2026,9,22.76
Antofagasta,2026,10,21.33
Antofagasta,2026,11,21.11
Antofagasta,2026,12,20.41
Antofagasta,2026,13,19.11
Antofagasta,2026,14,19.5
Antofagasta,2026,15,18.64
Antofagasta,2026,16,18.59
Antofagasta,2026,17,17.76
Antofagasta,2026,18,16.33
Antofagasta,2026,19,17.27
Antofagasta,2026,20,16.53
Antofagasta,2026,21,15.56
Antofagasta,2026,22,16.44
Antofagasta,2026,23,16.33
Antofagasta,2026,24,15.84
Antofagasta,2026,25,15.67
Arica y Parinacota,2014,1,23.0
Arica y Parinacota,2014,2,23.27
Arica y Parinacota,2014,3,24.06
Arica y Parinacota,2014,4,23.93
Arica y Parinacota,2014,5,22.81
Arica y Parinacota,2014,6,22.61
Arica y Parinacota,2014,7,22.47
Arica y Parinacota,2014,8,21.96
Arica y Parinacota,2014,9,22.43
Arica y Parinacota,2014,10,22.5
Arica y Parinacota,2014,11,22.57
Arica y Parinacota,2014,12,21.33
Arica y Parinacota,2014,13,20.57
Arica y Parinacota,2014,14,20.76
Arica y Parinacota,2014,15,19.64
Arica y Parinacota,2014,16,19.7
Arica y Parinacota,2014,17,18.73
Arica y Parinacota,2014,18,18.04
Arica y Parinacota,2014,19,17.73
Arica y Parinacota,2014,20,17.4
Arica y Parinacota,2014,21,16.9
Arica y Parinacota,2014,22,16.36
Arica y Parinacota,2014,23,15.36
Arica y Parinacota,2014,24,14.93
Arica y Parinacota,2014,25,15.81
Arica y Parinacota,2014,26,14.81
Arica y Parinacota,2014,27,14.34
Arica y Parinacota,2014,28,14.31
Arica y Parinacota,2014,29,15.07
Arica y Parinacota,2014,30,14.0
Arica y Parinacota,2014,31,14.81
Arica y Parinacota,2014,32,14.61
Arica y Parinacota,2014,33,15.13
Arica y Parinacota,2014,34,14.84
Arica y Parinacota,2014,35,15.6
Arica y Parinacota,2014,36,15.61
Arica y Parinacota,2014,37,15.01
Arica y Parinacota,2014,38,15.44
Arica y Parinacota,2014,39,15.24
Arica y Parinacota,2014,40,15.69
Arica y Parinacota,2014,41,15.8
Arica y Parinacota,2014,42,16.89
Arica y Parinacota,2014,43,17.91
Arica y Parinacota,2014,44,17.86
Arica y Parinacota,2014,45,17.71
Arica y Parinacota,2014,46,19.31
Arica y Parinacota,2014,47,18.93
Arica y Parinacota,2014,48,19.04
Arica y Parinacota,2014,49,19.13
Arica y Parinacota,2014,50,20.06
Arica y Parinacota,2014,51,20.09
Arica y Parinacota,2014,52,19.91
Arica y Parinacota,2015,1,20.84
Arica y Parinacota,2015,2,21.5
Arica y Parinacota,2015,3,21.0
Arica y Parinacota,2015,4,22.27
Arica y Parinacota,2015,5,23.19
Arica y Parinacota,2015,6,23.76
Arica y Parinacota,2015,7,24.23
Arica y Parinacota,2015,8,24.44
Arica y Parinacota,2015,9,23.4
Arica y Parinacota,2015,10,23.07
Arica y Parinacota,2015,11,23.97
Arica y Parinacota,2015,12,24.46
Arica y Parinacota,2015,13,23.93
Arica y Parinacota,2015,14,22.3
Arica y Parinacota,2015,15,21.41
Arica y Parinacota,2015,16,21.33
Arica y Parinacota,2015,17,19.99
Arica y Parinacota,2015,18,19.47
Arica y Parinacota,2015,19,19.29
Arica y Parinacota,2015,20,18.49
Arica y Parinacota,2015,21,18.16
Arica y Parinacota,2015,22,17.5
Arica y Parinacota,2015,23,16.63
Arica y Parinacota,2015,24,17.01
Arica y Parinacota,2015,25,16.23
Arica y Parinacota,2015,26,15.96
Arica y Parinacota,2015,27,16.06
Arica y Parinacota,2015,28,15.41
Arica y Parinacota,2015,29,14.93
Arica y Parinacota,2015,30,14.83
Arica y Parinacota,2015,31,14.86
Arica y Parinacota,2015,32,15.6
Arica y Parinacota,2015,33,14.46
Arica y Parinacota,2015,34,15.33
Arica y Parinacota,2015,35,15.2
Arica y Parinacota,2015,36,16.47
Arica y Parinacota,2015,37,16.09
Arica y Parinacota,2015,38,16.74
Arica y Parinacota,2015,39,16.29
Arica y Parinacota,2015,40,17.04
Arica y Parinacota,2015,41,16.79
Arica y Parinacota,2015,42,16.64
Arica y Parinacota,2015,43,17.94
Arica y Parinacota,2015,44,17.84
Arica y Parinacota,2015,45,17.5
Arica y Parinacota,2015,46,18.03
Arica y Parinacota,2015,47,18.56
Arica y Parinacota,2015,48,19.06
Arica y Parinacota,2015,49,19.33
Arica y Parinacota,2015,50,20.51
Arica y Parinacota,2015,51,20.47
Arica y Parinacota,2015,52,21.06
Arica y Parinacota,2015,53,21.34
Arica y Parinacota,2016,1,22.56
Arica y Parinacota,2016,2,22.0
Arica y Parinacota,2016,3,22.87
Arica y Parinacota,2016,4,23.73
Arica y Parinacota,2016,5,24.09
Arica y Parinacota,2016,6,23.2
Arica y Parinacota,2016,7,23.86
Arica y Parinacota,2016,8,24.56
Arica y Parinacota,2016,9,24.14
Arica y Parinacota,2016,10,24.4
Arica y Parinacota,2016,11,23.29
Arica y Parinacota,2016,12,22.34
Arica y Parinacota,2016,13,22.7
Arica y Parinacota,2016,14,21.56
Arica y Parinacota,2016,15,20.3
Arica y Parinacota,2016,16,18.89
Arica y Parinacota,2016,17,18.44
Arica y Parinacota,2016,18,18.99
Arica y Parinacota,2016,19,18.47
Arica y Parinacota,2016,20,17.21
Arica y Parinacota,2016,21,17.07
Arica y Parinacota,2016,22,16.84
Arica y Parinacota,2016,23,16.09
Arica y Parinacota,2016,24,16.81
Arica y Parinacota,2016,25,15.41
Arica y Parinacota,2016,26,15.8
Arica y Parinacota,2016,27,16.19
Arica y Parinacota,2016,28,14.84
Arica y Parinacota,2016,29,15.49
Arica y Parinacota,2016,30,15.03
Arica y Parinacota,2016,31,15.3
Arica y Parinacota,2016,32,15.53
Arica y Parinacota,2016,33,15.17
Arica y Parinacota,2016,34,16.13
Arica y Parinacota,2016,35,15.06
Arica y Parinacota,2016,36,15.73
Arica y Parinacota,2016,37,15.37
Arica y Parinacota,2016,38,16.17
Arica y Parinacota,2016,39,16.39
Arica y Parinacota,2016,40,16.81
Arica y Parinacota,2016,41,17.83
Arica y Parinacota,2016,42,16.87
Arica y Parinacota,2016,43,17.4
Arica y Parinacota,2016,44,18.29
Arica y Parinacota,2016,45,19.21
Arica y Parinacota,2016,46,20.06
Arica y Parinacota,2016,47,19.1
Arica y Parinacota,2016,48,19.97
Arica y Parinacota,2016,49,20.3
Arica y Parinacota,2016,50,21.01
Arica y Parinacota,2016,51,22.01
Arica y Parinacota,2016,52,21.91
Arica y Parinacota,2017,1,23.26
Arica y Parinacota,2017,2,23.54
Arica y Parinacota,2017,3,24.97
Arica y Parinacota,2017,4,25.47
Arica y Parinacota,2017,5,25.63
Arica y Parinacota,2017,6,24.59
Arica y Parinacota,2017,7,24.29
Arica y Parinacota,2017,8,24.43
Arica y Parinacota,2017,9,25.0
Arica y Parinacota,2017,10,23.99
Arica y Parinacota,2017,11,23.63
Arica y Parinacota,2017,12,22.44
Arica y Parinacota,2017,13,21.77
Arica y Parinacota,2017,14,20.66
Arica y Parinacota,2017,15,19.81
Arica y Parinacota,2017,16,20.57
Arica y Parinacota,2017,17,19.44
Arica y Parinacota,2017,18,18.99
Arica y Parinacota,2017,19,20.73
Arica y Parinacota,2017,20,18.69
Arica y Parinacota,2017,21,18.3
Arica y Parinacota,2017,22,16.69
Arica y Parinacota,2017,23,16.89
Arica y Parinacota,2017,24,15.74
Arica y Parinacota,2017,25,16.13
Arica y Parinacota,2017,26,16.44
Arica y Parinacota,2017,27,15.29
Arica y Parinacota,2017,28,15.57
Arica y Parinacota,2017,29,14.9
Arica y Parinacota,2017,30,14.69
